noop,registration-minimal,registration-mappings,deregistration-minimal,deregistration-mappings,fork-simple,fork-fastcall,vfork-simple,vfork-fastcall
28,1753,4073,6202,7426,47751,44251,12522,12681
29,1433,3918,6933,7720,45455,48882,12560,12603
28,1422,3941,6824,7783,1760487,44810,16375,11724
28,1436,3785,6900,7601,47122,42830,15276,12755
28,1432,3953,6822,7511,42168,46804,15480,12518
28,1430,4042,6776,7828,40907,44030,12480,13102
29,1425,3927,6902,7749,48624,48544,13103,12819
28,1421,3840,7006,7732,45557,48263,12173,13027
28,1776,4089,6286,7702,44908,41053,12281,13024
28,1440,3817,6848,7801,46305,43220,12229,11979
28,1443,4078,6956,7341,44582,46203,12192,11583
28,1428,3903,6309,7475,45300,43167,12032,15141
28,1449,3822,5584,7493,39813,46582,12919,12232
28,1428,4127,6857,7639,40578,42138,12185,12257
29,1428,3827,6969,7713,45790,42870,12144,12597
29,1433,3872,6855,7393,41441,46556,12707,12599
28,1777,4010,6238,7539,40179,42130,12531,12076
28,1434,3988,6907,7711,45086,44220,18177,12308
28,1430,4019,6271,7626,41588,47229,11978,11967
28,1421,3849,6836,7779,39950,43802,12642,13318
28,1430,3959,6944,7834,44326,42806,12293,12466
28,1430,3887,6814,7400,41291,47094,12196,12544
28,1423,3928,6808,7653,45293,43290,12980,12186
28,1425,3825,6898,7695,40026,42673,11873,13461
28,1778,4162,6343,7681,41634,46176,12660,13174
28,1456,3789,6914,7679,45497,42689,12082,12455
28,1426,4002,6463,7638,42518,43118,12805,13226
28,1421,3963,6798,7702,42427,45508,12686,17448
28,1447,3841,6951,7710,44979,43259,12199,12330
28,1435,4053,6865,7509,40836,43501,11953,12868
28,1421,3768,6821,7635,45200,47265,12686,13249
29,1428,3934,6810,7627,44151,43793,13229,12328
28,1784,4075,6106,7858,41003,44982,12201,11967
28,1431,3969,6943,7633,43484,46636,16388,12516
28,1426,4051,6739,7669,42198,42184,12169,12828
28,1428,3813,6797,7505,40574,44452,12189,12495
28,1420,3889,6971,7529,45381,42031,12980,12413
28,1432,3993,6412,7326,40510,43077,12698,11932
28,1426,3912,6774,7629,42288,46526,13258,12862
28,1423,3829,5812,7962,43997,44361,12602,12508
28,1781,4129,5730,7789,40749,44289,12284,12073
28,1429,3822,6031,7421,41899,46959,13453,12108
29,1435,4075,6059,7610,45637,46702,12578,12735
28,1439,3928,6772,7619,39353,44858,12555,16279
28,1423,3849,6858,7578,44282,48119,12324,12529
27,1436,4128,6801,7575,42632,43831,14427,12375
28,1429,3813,6744,7668,41281,46540,12370,13272
28,1424,3947,6663,7761,44128,48865,12553,12841
28,1782,4037,6283,7560,39954,45109,12660,13337
27,1434,3923,6929,7739,40510,44380,16049,12938
28,1450,4067,6298,7658,43986,45988,11887,12560
28,1422,3807,5751,7591,39519,42496,12176,12290
28,1426,3792,6955,7658,40385,48051,12514,12954
28,1432,3935,6824,7669,43385,43440,12173,12582
28,1429,3935,6924,7748,40351,43038,12374,13034
28,1428,3834,6790,7693,44223,48449,12557,12866
28,1761,4173,6145,7511,40800,42531,12170,12788
28,1442,3796,6769,7596,40446,43307,12744,12088
28,1451,4034,6924,7537,44988,47107,12465,12445
28,1423,3928,6750,7822,39956,44432,14138,16932
28,1426,3776,6879,7504,42433,43701,12615,12703
28,1424,4142,6915,7743,43757,51318,11450,13078
28,1429,3811,6847,7848,40291,47935,12627,12338
28,1433,3897,5579,7476,46046,44772,12362,12892
29,1782,4016,6209,7681,39843,50651,14531,13290
28,1446,3813,6899,7614,40667,46731,11478,12109
28,1425,4136,6913,7815,46878,45808,12410,12870
28,1432,3850,6899,7756,42553,47750,12720,12567
28,1428,3856,6866,7416,42075,43101,11880,12351
28,1428,4082,6886,7469,45704,43511,11577,11294
28,1428,3945,6881,7614,44338,47142,11761,11619
28,1450,3812,6856,7549,41948,42767,11839,11251
28,1782,4094,6847,7565,46970,46551,11379,11508
28,1450,3819,6948,7743,45124,43334,13274,12123
28,1428,4016,6305,7718,46680,43562,11708,14958
28,1423,3865,7006,7559,44705,46603,11997,12833
28,1427,3823,6784,7850,45506,43067,11811,12436
28,1433,4200,6940,7332,49372,44141,11952,12193
28,1430,3826,6797,7759,45051,49372,12118,12317
28,1425,3896,6871,7575,43858,43080,11135,12298
28,1791,4046,6790,7710,43821,42764,15981,12609
28,1435,3780,6964,7823,39284,46913,12942,12328
27,1457,4105,6909,7713,40122,43348,12883,12353
28,1425,3784,6842,7612,48068,41916,12641,12602
28,1429,3861,6801,7716,43817,46150,12376,12236
28,1448,4020,6321,7497,45904,44901,12390,12637
27,1442,3929,6949,7758,40925,43225,12527,13471
28,1428,3803,6916,7497,40779,47802,14187,11913
28,1767,4170,6113,7678,43110,41787,11791,12554
28,1455,3811,6883,7461,41064,42850,12387,11637
27,1438,3967,6976,7669,40771,46107,12116,14731
27,1430,3796,6994,7745,45218,44630,12187,11369
27,1433,3817,6923,7620,40127,45279,12668,11141
28,1439,4116,5658,7504,40301,43145,12372,11617
28,1426,3778,6858,7757,43012,43269,12433,12557
28,1428,3959,6889,7634,39817,49656,12841,12594
27,1766,4010,6342,7747,44117,43241,15282,12742
28,1436,3665,6966,10266,39635,43253,12295,12019
28,1425,4091,6849,7659,41084,46077,12705,12348
29,1424,3870,6832,7618,45519,45110,12503,11962
28,1438,3983,6891,7667,40330,43119,12735,11822
28,1430,4010,6921,7685,40432,47659,14074,12633
29,1424,3931,6855,7756,43923,44876,12587,12797
28,1440,3850,6815,7547,40336,45543,12049,13322
28,1782,4040,7892,7644,40068,48063,12265,11587
29,1447,3873,6907,7696,48112,43632,12773,11945
29,1432,4065,6276,7602,40482,43708,11730,15270
29,1451,3887,6887,7535,43269,49585,11042,11155
28,1432,3816,6888,7512,40590,42606,11661,12087
27,1439,4152,6804,7526,42056,43649,12073,12259
28,1417,3811,6863,7290,44385,46806,11612,12432
27,1439,3918,6870,7838,40254,43994,12411,13509
28,1775,4077,6780,7836,40945,45259,15318,12438
28,1452,3804,6928,7686,45700,42293,12011,12656
29,1426,4139,6352,7733,41660,42338,11844,12252
28,1434,3671,6872,7476,43369,46693,12821,12132
27,1432,3887,6843,7307,39056,41590,11713,12366
28,1428,3885,5707,7435,42299,42173,12199,12195
28,1430,3963,6895,7584,43449,45446,12538,13000
28,1434,3807,6822,7548,39793,44668,12194,11927
28,1783,3994,6336,7773,39663,44243,13060,12867
28,1440,3917,6881,7539,47537,47135,12233,11570
28,1443,4026,6831,7369,39881,43488,12397,15157
28,1430,3800,6860,7647,40886,48070,12286,13042
28,1459,3861,6854,7532,44158,47943,11915,12132
29,1427,4140,6818,7767,42069,43281,12868,12362
28,1431,3856,6885,7675,43649,42770,13490,12868
28,1454,3780,6897,7557,39432,48668,15975,12475
28,1790,4188,6157,7566,40424,46004,12042,12145
29,1435,3849,5666,7291,45192,42843,13124,12200
28,1432,4183,6278,7504,40235,46717,11451,11961
27,1428,3833,6898,7539,39867,44879,11411,11670
28,1432,3928,6917,7853,43193,46031,10853,12256
28,1436,4026,6871,7584,41282,43012,11154,11793
28,1438,3796,6918,7543,38824,43146,12119,12047
28,1437,3868,6795,7527,42669,46810,11560,12664
28,1778,3845,6242,7594,38672,42665,11391,12381
28,1445,3867,6880,7642,46451,42484,11123,16245
28,1438,4014,6817,7606,39006,46018,11346,11705
28,1466,3762,6895,7485,39323,44960,11728,11291
28,1432,3769,6926,7639,43230,43945,11652,11471
28,1442,3979,5809,7755,44211,47850,11076,11485
28,1446,3853,6894,7506,133607,45496,11939,11962
28,1444,3838,6377,7286,46593,44578,17647,11479
28,1771,3970,6325,7439,44715,48725,12341,11809
28,1437,3769,6905,7677,41876,44902,11784,11183
28,1446,4129,6714,7672,44735,46861,11742,11163
28,1437,3808,6872,7586,39186,51504,12252,11786
28,1433,3969,7014,7863,43585,47624,12929,11555
28,1432,4008,6920,7546,41033,45831,11786,11137
28,1437,3844,7043,7365,39156,47257,13283,11745
28,1432,3854,6918,7337,43399,43557,12418,11309
28,1787,3983,6271,7355,38446,46320,12894,11704
28,1471,3946,6719,7688,41171,42531,12502,15119
28,1436,3991,6330,7547,43185,41170,12251,12261
28,1444,3895,6462,7601,39670,45273,11987,12420
28,1434,3787,5754,7697,39129,41846,11746,12711
28,1432,4022,6814,7401,43774,42548,13889,13159
28,1438,3880,6787,7322,39527,46896,11357,11987
28,1448,3801,5532,7609,43348,43438,15412,13085
27,1760,4147,6242,7597,39869,47282,12044,12241
28,1449,3790,6278,7409,39719,48685,11986,12239
29,1442,4197,6658,7437,43953,47528,12322,12178
27,1431,3861,6818,7711,39728,43429,12093,12175
28,1434,3944,6850,7452,39851,47893,12417,12035
28,1458,4065,6831,7392,43831,45960,12668,12639
29,1436,3786,6922,7750,38888,42630,12612,11955
28,1430,3862,6314,7703,39964,46128,12436,12195
28,1763,4051,6182,7425,43894,45213,13624,11728
28,1437,3893,6755,7562,39573,43008,12017,15858
27,1428,4011,6246,7755,43288,46071,11741,11261
28,1436,3922,6746,7701,38772,43638,13581,11539
28,1431,3782,6890,7506,39332,47222,11413,11944
27,1442,3998,6439,7378,42271,43981,11988,11426
27,1429,3867,6670,7726,40521,43518,15649,11733
28,1432,3875,6616,7546,40046,46205,11966,11574
28,1781,4164,6303,7430,43824,45602,12731,11426
28,1439,3837,6796,7546,38806,43557,12562,12608
28,1444,4146,6998,7765,43579,46560,11590,12283
28,1429,3792,6761,7408,40115,42629,12050,11617
28,1441,3738,6784,7643,40069,45699,11874,11935
28,1431,4146,6847,7383,45607,48768,11759,11961
29,1423,3791,6875,7761,41436,45681,12097,12226
29,1426,3931,6857,7699,42570,45173,11763,12194
28,1816,4006,6187,7530,44439,49987,11913,11579
28,1440,3963,6750,7594,39088,46258,13654,15444
28,1429,4020,6911,7736,41614,45520,11673,12851
28,1450,3848,6817,7601,44465,47050,13811,11938
28,1439,3798,6866,7542,40426,44948,11647,11725
28,1432,4060,6964,7627,43685,42915,11539,12401
28,1456,3907,6862,7482,39969,47212,15766,11716
28,1434,3866,6916,7700,40172,44280,12144,11623
28,1775,4102,6342,7442,44048,48890,13040,11418
29,1457,3822,7043,7279,38679,41694,12060,10842
29,1440,4167,6833,7432,39510,42419,11936,11162
28,1440,3751,6971,7823,43890,45476,11709,11838
28,1441,3821,6822,7824,39590,43795,11879,11599
29,1450,4096,6725,7782,41199,42709,11261,11566
27,1430,3824,5826,7553,44209,48280,11666,11985
27,1443,3912,6822,7596,39325,42841,14476,11501
28,1792,4069,6195,7592,43428,45084,11665,15020
28,1456,3862,6876,7638,42968,46714,12081,12204
28,1437,4001,6700,7573,40073,43019,11515,11947
28,1428,3954,6771,7497,44495,44501,11346,11973
28,1438,3799,6922,7413,44682,47217,11876,13095
28,1452,4042,6884,7413,44877,43282,15711,12717
28,1443,3934,6550,7452,46474,42396,13031,12252
28,1443,3782,6943,7617,39216,46892,12155,12301
28,1770,4132,6203,7676,42785,44063,13067,11391
28,1437,3854,6928,7391,45629,43012,12345,11795
29,1447,4187,6900,7677,39302,46249,12354,12543
28,1440,3783,6897,7714,46975,42610,12787,12333
28,1428,3831,6917,7785,39258,47103,12307,12605
29,1454,4116,5625,7538,42372,42926,14739,12553
30,1431,3805,6924,7585,44083,42600,13852,12331
30,1441,3914,6546,7737,39267,45204,11574,11551
30,1770,4068,6286,7656,41633,44777,11926,15200
28,1449,3933,6955,7655,47759,42051,11785,12127
28,1444,4029,6480,7515,42431,45756,12016,11543
28,1431,3882,6880,7598,39411,43562,13617,12469
28,1451,3866,6821,7592,46759,45104,11658,11983
28,1432,4030,6405,7908,45673,48827,15630,12079
30,1449,3930,6878,7636,45873,49901,11812,11424
31,1442,3847,6883,7784,41929,43366,11660,11156
28,1775,4148,6224,7451,43916,49725,11787,12487
28,1432,3796,6853,7393,48653,43376,11676,12005
28,1422,4155,6797,7666,39516,44182,12233,11362
29,1448,3831,6913,7504,39081,47194,13676,12687
29,1430,3786,6834,7592,43319,44268,12124,11948
29,1428,4088,6929,7530,41148,44426,12628,12776
28,1440,3822,6774,7375,41867,46116,12283,11860
28,1429,3916,6970,7630,38281,43393,12832,12284
27,1766,4056,6242,7736,39779,48129,12262,15491
29,1460,3966,6758,7785,45290,42811,12452,12021
28,1426,4006,6801,7395,41448,43515,12206,11808
29,1428,3940,6823,7632,39269,46799,11377,12415
29,1428,3789,6928,7892,46815,44702,15833,11564
28,1452,4028,6974,7601,41755,42938,11515,13158
27,1438,3883,6860,7520,39569,47084,12461,12411
28,1429,3777,6843,7812,43579,43551,12225,12365
28,1765,4114,6225,7723,40075,44622,11742,11597
29,1439,3879,6885,7720,44870,50991,14656,12025
28,1427,4153,6775,7574,46292,48092,12463,12094
29,1436,3761,5630,7601,43139,43997,12360,11879
28,1435,3778,6856,7963,46025,51699,11714,12026
28,1430,4168,6898,7319,45984,47420,11871,12514
27,1456,3814,6852,7638,39372,46773,12429,12091
28,1444,3951,6793,7327,44889,47023,12175,11603
29,1792,4084,6308,7716,40279,46611,12021,15248
28,1436,3975,6825,7663,42553,46884,11882,12533
28,1450,4048,6765,7634,42621,50014,12528,12432
29,1456,3831,6870,7569,39363,43169,12441,11880
28,1436,3900,6843,7652,44057,48215,15175,12212
28,1438,4030,6869,7563,43554,42683,11330,11761
28,1430,3923,6903,7781,39622,43406,11863,12413
28,1431,3688,6964,7453,44218,48145,13697,12036
28,1776,4167,6280,7804,39689,44743,13583,12391
28,1442,3818,6869,7336,43584,42213,12755,12408
28,1450,4194,6847,7624,44004,45962,12564,12209
28,1437,3808,6915,7804,40647,43659,12358,11901
28,1431,3847,6993,7693,39380,42496,11781,11996
28,1430,4122,6798,7468,47619,47549,12453,11588
28,1441,3827,6777,7473,42771,43557,11781,12225
29,1433,3737,6853,7475,43937,42964,11775,15472
29,1784,4005,6128,7723,41377,46718,11828,11702
30,1434,3954,6800,7729,39602,43316,11996,11524
28,1438,4058,6921,7669,44388,42737,11594,10734
29,1443,3781,6850,7722,39290,46963,15575,12687
29,1434,3929,6815,7577,41547,42617,11893,11933
28,1436,4007,6844,7497,42938,43148,13401,11747
29,1435,3918,6797,7601,40067,46848,12055,12442
28,1432,3822,6945,7733,39271,44055,11968,12460
29,1762,4185,6254,7769,43800,46456,12442,11851
28,1470,3827,6975,7352,38377,43655,12222,12105
29,1429,4070,6979,7710,44515,43490,12137,11105
27,1453,3837,6474,7767,40353,46435,11937,11931
28,1449,3752,6787,7857,40036,42749,12279,11495
28,1428,4307,6712,7617,43097,41740,11755,11932
28,1435,3966,7043,7634,39546,47700,12277,12013
28,1424,3953,5652,7612,40232,44315,12215,15814
28,1797,4044,6307,7857,44087,43953,12031,12007
28,1443,3945,6918,7568,40728,45924,11102,12419
28,1445,4031,6790,7493,40330,47072,11315,11833
29,1429,3771,6918,7813,43159,47827,17794,12120
28,1437,3896,7002,7685,40183,48178,11590,12327
28,1426,4094,6948,7807,42491,44961,11821,12541
28,1433,3930,6871,7504,40019,45801,12779,11891
29,1438,3851,6815,7682,39922,49013,12039,10908
27,1774,4147,6513,7760,43748,41821,12020,11300
28,1436,3829,6877,7534,39368,49987,11992,11111
28,1449,4061,6760,7733,42806,50478,12243,12113
28,1430,3935,6956,7821,43422,43797,11886,12225
28,1452,3796,6753,7397,39014,49804,11701,11848
27,1424,4090,6768,7609,41897,45178,12082,11971
28,1431,3790,6643,7522,41396,46192,11897,12886
28,1432,3973,6834,7758,38343,50783,13354,14794
30,1786,4051,6108,7634,42709,42811,11887,11078
29,1432,3906,6805,7471,38460,45078,13979,11630
29,1451,4037,6197,7750,39994,46570,15901,11292
29,1434,3815,6922,7681,41861,43688,11646,12356
29,1432,3870,6933,7647,39422,42730,11701,11671
29,1450,3999,6366,7633,39722,47611,12741,12132
29,1435,3967,6887,7744,43477,42821,11449,11598
30,1450,3818,6909,7561,39366,44954,11562,11844
28,1798,4113,6183,7679,42753,46297,11718,11096
28,1438,3822,6824,7434,38940,41959,11645,11767
28,1457,4050,6856,7372,40569,42179,11303,16309
28,1433,3949,6759,7556,41838,45045,11923,11678
28,1438,3787,6790,7467,39871,41862,12355,11599
29,1428,4095,6903,7909,39265,43026,12570,12197
28,1424,3800,7022,7686,45615,47183,11857,12261
28,1432,3960,6983,7708,39393,42891,13762,17838
28,1779,3997,6188,7623,39632,46796,11386,12979
29,1434,3895,6874,7367,42569,43444,11694,11673
27,1455,4084,6142,7569,41380,42594,14478,12235
28,1431,3772,6861,7665,43094,48316,12543,12226
28,1441,3909,6789,7572,39471,42871,11349,11679
28,1434,4037,6786,7450,39663,46772,10902,11742
29,1420,3948,6838,7651,45849,50851,12220,12915
28,1426,3763,6798,7659,39489,47950,11233,12327
28,1804,4172,6307,7550,43715,43525,11501,12410
27,1450,3802,6812,7671,43813,45998,11350,12376
28,1447,4001,6780,7644,43097,44089,11241,11857
28,1454,3913,6870,7602,39431,44346,11689,11945
28,1438,3903,6853,7659,44254,47534,12019,12742
28,1430,4065,6362,7605,38381,44673,13884,11890
28,1431,3870,6532,7533,47877,45039,11586,15821
28,1451,3995,6792,7603,39471,51398,11236,11910
29,1793,4104,6305,7761,39599,47252,11034,11303
28,1434,3940,6910,7522,43107,48221,14852,11827
28,1430,4047,6839,7515,41205,48171,11053,12370
28,1430,3792,5663,7611,38689,44496,11517,11379
28,1443,3789,6968,7764,42785,49529,10878,12806
29,1448,4071,6739,7422,38955,44131,11315,11733
29,1429,3938,6542,7553,41603,43316,11580,11686
28,1427,3786,6685,7408,43313,47165,11337,12053
29,1815,4177,6300,7283,39058,43571,11491,11589
29,1446,3794,6810,7483,41923,44736,11135,11639
30,1436,4044,6150,7478,41359,49686,10799,11070
28,1433,3918,6638,7741,39636,46432,12757,11907
28,1435,3820,6818,7498,43315,46586,12215,11305
28,1432,4105,6556,7555,39845,47641,11228,11237
28,1434,3805,6785,7802,39350,43155,11643,15528
28,1431,3947,6857,7379,43752,42569,11115,11298
28,1779,4105,6691,7768,38743,47225,11472,10998
28,1436,3623,6760,7451,41571,42654,15057,11151
28,1437,4168,6868,7772,39200,42915,10790,12669
29,1444,3784,6752,7692,39188,45378,12071,11005
28,1427,3842,6912,7744,43231,42970,10970,11098
28,1433,4024,6804,7406,39659,42988,11595,11589
28,1434,3954,6846,7806,39087,47253,11384,11394
28,1429,3831,6893,7619,42480,42280,11298,11021
28,1782,4160,6418,7729,40082,46154,12404,11803
29,1434,3814,6767,7337,39063,43965,14054,11564
28,1430,4040,6871,7414,42845,42556,12366,12094
28,1430,3903,6808,7294,39036,46059,11176,11174
29,1436,3832,6761,7616,42228,43005,14984,11235
28,1434,4150,6799,7724,38755,45721,11683,12003
28,1458,3835,6963,7755,37982,47089,11830,14972
28,1458,3953,6832,7749,42320,46314,11724,11683
28,1762,4034,6510,7400,39058,44211,15009,13953
29,1443,3791,6798,7662,41415,51364,11246,11553
29,1431,4158,6684,7754,41940,46024,11101,11230
28,1434,3807,6900,7540,40327,44375,11396,11514
28,1428,3884,6856,7776,39642,49146,11302,10874
30,1432,4052,6788,7631,46912,51855,11464,11634
29,1454,3952,6862,7548,42793,46411,11689,11607
28,1442,3880,6885,7801,43784,47627,13776,11450
29,1801,4142,6709,7686,41684,43051,11717,11732
28,1438,3841,6875,7357,39942,46451,11681,11472
30,1432,4020,6335,7885,44002,47676,11302,11355
28,1434,3878,6857,7730,39327,42799,10942,11626
28,1446,3780,6927,7655,39691,45865,11390,11337
28,1435,4122,6951,7839,43265,45955,11344,11093
30,1439,3814,6835,7652,40415,45934,11694,16723
28,1438,3964,6914,7701,39326,46705,11614,11041
29,1763,3995,6199,7740,42805,43429,14807,11055
28,1449,3856,6899,7507,40394,46751,11448,11542
28,1431,4102,6869,7271,42560,47378,11240,11603
28,1430,3814,6954,7497,38953,43782,11908,11273
30,1434,3841,8993,7346,44054,42543,10958,11104
28,1423,3975,6272,7477,44658,47857,13830,11254
30,1429,3930,6814,7641,39799,43117,12925,11591
28,1420,3816,6747,7742,38622,42726,11244,11920
28,1784,4101,6186,7888,43856,45978,11577,11736
28,1446,3796,6866,7450,39361,45124,10969,11113
29,1432,4033,6732,7595,39993,42994,10866,11079
28,1426,3960,6866,7490,43316,46533,11606,12182
28,1430,3817,6820,7571,39773,42723,11546,13035
28,1425,4150,6857,7446,43182,45635,11412,14655
28,1452,3840,6976,7602,39771,46692,11625,11809
28,1438,3936,6956,7549,39108,43348,11354,11601
28,1799,4078,6457,7525,42708,45492,14523,11112
30,1431,3783,7032,7660,39707,44828,11350,12021
28,1428,4151,6904,7583,39859,42588,11671,11114
28,1456,3877,6952,7707,44909,46828,13773,11775
28,1443,3872,6852,7811,39458,46487,11742,11377
28,1431,4008,6960,7622,38965,45462,11444,10908
28,1446,3922,6916,7407,43513,47497,11442,11840
31,1448,3673,6932,7649,40958,43549,11627,11774
28,1774,4029,6932,7443,43254,42942,11343,11753
28,1463,3834,6892,7598,39201,48444,10872,11865
29,1432,4040,6423,8529,42218,43188,12180,13182
28,1427,3926,5164,7938,46787,43266,12541,11768
29,1429,3781,6983,8233,43127,46116,11576,11232
28,1424,4110,6858,7641,41593,45535,11341,14201
28,1438,3807,6899,7735,43081,42306,11297,11191
28,1424,3929,6830,7355,41167,46478,14726,11114
28,1812,4032,6206,7467,42367,42171,11676,11868
28,1446,3798,6796,7703,38982,44252,12854,11664
28,1428,4090,6857,7424,39555,45597,11222,11136
28,1450,3784,6684,7394,43590,45987,12132,11472
30,1435,3884,7022,7850,39171,45992,11150,12180
29,1425,4059,6749,7808,38823,46118,11409,11628
28,1431,3815,6902,7629,42680,44464,11956,12102
30,1434,3804,6872,7404,41390,46602,11480,12106
28,1788,3980,6198,7557,40226,42216,11631,13308
28,1448,3901,6809,7532,43157,46462,12026,10915
28,1426,3840,6872,7694,39547,49950,11455,11381
28,1433,3876,6818,7447,46240,48862,11260,11729
30,1444,3658,6901,7631,39540,44276,11623,11284
28,1426,4131,6833,7670,39172,51832,11104,14654
28,1423,3856,6755,7619,42625,47958,15699,11748
28,1456,3748,6832,7683,40118,47223,12906,11340
29,1766,4139,6901,7579,40156,49035,12574,11823
28,1438,3839,6924,7384,42532,49073,11160,11180
30,1441,4155,6829,7559,39434,45846,11577,11723
29,1421,3747,7066,7341,38526,46964,11105,11584
28,1436,3900,6862,7510,42547,44002,10920,11928
29,1423,4050,6733,7847,38611,53360,11235,11199
28,1433,3902,6900,7388,43965,42811,11429,16632
29,1436,3765,6892,7430,39852,42921,11701,11410
29,1802,4033,6091,7629,40252,46618,11535,11854
28,1436,3930,6868,7432,43460,52834,11758,11733
28,1436,4034,6946,7653,39480,44486,11244,11609
28,1429,3924,6913,7487,39002,46658,10995,11477
28,1452,3811,6979,7755,43630,42286,11209,14232
29,1429,4158,6958,7657,39926,43213,12718,11327
29,1438,3849,6769,7695,39124,47556,15527,11872
28,1430,3776,6862,7349,42358,43235,10896,11433
29,1785,4136,6159,7680,39505,43295,11428,11284
29,1438,3819,6977,7701,42382,47426,11466,11783
28,1446,4103,6512,7358,40536,43383,11262,11134
29,1430,3653,6991,7645,41978,43659,11869,11439
29,1423,3990,6812,7649,43609,48346,12200,13421
28,1421,4032,5739,7401,39625,42966,10950,11749
29,1453,3754,6753,7440,39240,43234,11647,11568
29,1428,3904,6941,7571,44999,46385,11427,12139
29,1778,4033,6940,7541,43543,42374,11142,11523
28,1434,3883,6826,7781,39591,43341,11631,11042
27,1448,4030,6800,7799,49151,46113,11933,11821
28,1430,3878,6868,7507,43877,42265,12573,11766
29,1451,3845,6948,7745,44444,45759,11403,15636
28,1426,4126,6864,7603,40646,43072,11325,11737
28,1431,3804,6827,7689,42531,44240,17014,15647
28,1430,3748,6708,7543,47437,47844,11248,10924
28,1784,4092,6148,7611,42789,42379,11169,11165
28,1450,3834,7005,7537,43779,42582,11743,11275
28,1438,4171,6213,7688,43641,46490,11430,12743
30,1438,3800,6768,7724,39424,45443,11610,11141
28,1432,3968,6816,7508,46665,43657,10931,11797
28,1431,4032,6909,7725,38727,45987,11254,11348
29,1441,3841,6856,7629,39149,42485,11902,11769
29,1420,3841,6837,7529,43340,44785,11467,11100
28,1774,4041,6208,7718,42890,46774,11260,10846
28,1448,3916,5519,7658,39500,43683,13228,12185
28,1443,4035,6744,7529,43665,42051,11964,11598
28,1427,3914,6935,7710,39214,47015,11529,14734
28,1430,3808,6843,7592,41008,42337,11621,11462
30,1426,4093,6864,7536,42634,42192,14430,10976
